respnum_V1,respcat_V3,respnum_PAYS,respnum_SEX,respnum_AGE,respnum_SexRec,x1,x2,x3,x4,x5,respnum_YEAR
5900,40,1,2,43,1,2,4,4,2,2,2012
5900,40,1,2,40,1,2,3,1, , ,2012
5900,40,1,2,70,1,4,4,4,2,2,2012
5900,40,1,2,76,1,5,5,4,3,2,2012
5900,40,1,2,41,1,1,3,1,2,2,2012
5900,40,1,2,38,1,1,4,2,2,1,2012
5900,40,1,2,38,1,1,1,1,2,1,2012
5900,40,1,1,41,-1,4,5,4,3,2,2012
5900,40,1,2,86,1,2,4,5,3,2,2012
5900,40,1,2,64,1,5,2,4,3,3,2012
5900,40,1,2,27,1,3,5,3,2,2,2012
5900,40,1,1,28,-1,3,4,2,3,3,2012
5900,40,1,2,34,1,4,4,5,2,2,2012
5900,40,1,2,26,1,3,3,2,2,1,2012
5900,40,1,1,71,-1,2,4,2,3,2,2012
5900,40,1,1,58,-1,3,4,3, , ,2012
5900,40,1,2,31,1,1,2,2,3,2,2012
5900,40,1,2,74,1,2,2,2,3,2,2012
5900,40,1,1,49,-1,4,3,2,3,2,2012
5900,40,1,2,44,1,5,1,4,3,3,2012
5900,40,1,2,57,1,4,4,3,3,2,2012
5900,40,1,1,58,-1,3,4,3,2,1,2012
5900,40,1,2,35,1,3,2,1,2,1,2012
5900,40,1,1,58,-1,4,3,1,2,2,2012
5900,40,1,1,62,-1, ,4, ,2, ,2012
5900,40,1,2,70,1,2,2,3,2,2,2012
5900,40,1,2,22,1,5,5,3,3,2,2012
5900,40,1,1,43,-1,5,5,1,1,1,2012
5900,40,1,1,36,-1,3,4,3,3,2,2012
5900,40,1,1,42,-1,2,4,2,2,1,2012
5900,40,1,1,69,-1,5,5,5,3,3,2012
5900,40,1,2,55,1,3,3,2,2,1,2012
5900,40,1,1,45,-1,3,2,4,3,1,2012
5900,40,1,1,74,-1,5,4,5,3,2,2012
5900,40,1,2,38,1,4,3,2,3,2,2012
5900,40,1,2,55,1,4,4,4,2,2,2012
5900,40,1,1,38,-1,5,4,5,3,2,2012
5900,40,1,2,54,1,4,3,2, ,2,2012
5900,40,1,1,56,-1,4,4,5,3,2,2012
5900,40,1,2,24,1,5,4,4,3,2,2012
5900,40,1,1,37,-1,2,2,4,2,1,2012
5900,40,1,2,24,1,1,1,1,2,2,2012
5900,40,1,2,26,1,3,5,3,3,2,2012
5900,40,1,2,68,1,2,4,2,2,2,2012
5900,40,1,2,37,1,2,2,2,2,1,2012
5900,40,1,1,86,-1,4,4,4,3,2,2012
5900,40,1,2,24,1, ,3,2,3,1,2012
5900,40,1,2,72,1,5,4,4,3,2,2012
5900,40,1,1,29,-1, ,2,2,3,1,2012
5900,40,1,2,56,1,2,2,1,1,1,2012
5900,40,1,1,28,-1,4,4,4,3,2,2012
5900,40,1,2,48,1,2,4,1,2,2,2012
5900,40,1,2,71,1,3,4,4,2,2,2012
5900,40,1,1,53,-1,4,2,3,3,2,2012
5900,40,1,2,69,1,4,4,4,2,2,2012
5900,40,1,1,25,-1,3,4,3,2,2,2012
5900,40,1,2,66,1,5,1,1,3,2,2012
5900,40,1,2,26,1,1,2,1,2,2,2012
5900,40,1,2,62,1,1,1,1,1,1,2012
5900,40,1,1,51,-1,4,4,2,2,2,2012
5900,40,1,1,52,-1,3,2,4,3,1,2012
5900,40,1,2,39,1,5,4,5,3,1,2012
5900,40,1,1,66,-1,5,5,5, , ,2012
5900,40,1,2,28,1,2,2,1,2,2,2012
5900,40,1,1,60,-1,2,4,2,2,2,2012
5900,40,1,1,57,-1,2,4,4,3,1,2012
5900,40,1,2,30,1,2,2,1,2,1,2012
5900,40,1,1,42,-1,4,4,4,2,1,2012
5900,40,1,1,83,-1,2,4,3,3,2,2012
5900,40,1,1,73,-1,4,4,5,3,3,2012
5900,40,1,1,41,-1,3,4,4,3,2,2012
5900,40,1,2,44,1,4,2,2,3,2,2012
5900,40,1,2,25,1,4,4,4,3,2,2012
5900,40,1,2,60,1,4,4,3,2,1,2012
5900,40,1,1,37,-1, ,4,1,2,1,2012
5900,40,1,2,50,1, , ,3,2,1,2012
5900,40,1,2,56,1,3,5,3,2,1,2012
5900,40,1,2,52,1,2,2,1,2,1,2012
5900,40,1,1,57,-1,2,2,2, , ,2012
5900,40,1,1,32,-1,3,2,2,2,1,2012
5900,40,1,2,52,1, ,3,1, , ,2012
5900,40,1,2,28,1,3,2,2, , ,2012
5900,40,1,2,44,1,4,4,4,3,2,2012
5900,40,1,1,70,-1,4,4,4,3,2,2012
5900,40,1,2,62,1,3,3,2,2,2,2012
5900,40,1,1,85,-1,2,2,2,2,2,2012
5900,40,1,2,43,1,1,1,2,1,1,2012
5900,40,1,2,20,1,4,4,3,2,2,2012
5900,40,1,1,20,-1,5,5,2,2,2,2012
5900,40,1,2,60,1,3,3,3,2,2,2012
5900,40,1,1,33,-1,4,4,2,2, ,2012
5900,40,1,2,35,1,4,4,2, , ,2012
5900,40,1,1,80,-1,5,5,4,3, ,2012
5900,40,1,2,68,1,5,5,3,2, ,2012
5900,40,1,2,31,1,2,1,2,2,2,2012
5900,40,1,2,29,1,1,1,3,2,2,2012
5900,40,1,2,41,1,4,4,4,3,3,2012
5900,40,1,2,39,1,3,4,3,2,2,2012
5900,40,1,2,52,1,4,4,3,2,2,2012
5900,40,1,2,59,1,4,4,3,3,2,2012
5900,40,1,2,22,1,4,3,1, ,2,2012
5900,40,1,1,37,-1,2,4,2,2,2,2012
5900,40,1,2,68,1,4,2, , , ,2012
5900,40,1,2,37,1,2,1,3,2,2,2012
5900,40,1,1,35,-1, , ,3, , ,2012
5900,40,1,2,55,1,2,2,1,2,1,2012
5900,40,1,1,77,-1,5,5,5,3,3,2012
5900,40,1,1,69,-1,5,5,3, , ,2012
5900,40,1,1,53,-1,1,1,3,2,1,2012
5900,40,1,2,48,1,1,1,1,2,2,2012
5900,40,1,2,33,1,5,5,1,1,1,2012
5900,40,1,2,50,1,4,4,4,3,2,2012
5900,40,1,2,18,1,4,4,3,3,3,2012
5900,40,1,1,47,-1,3,4,4,3,3,2012
5900,40,1,2,74,1,5,4,5,3,3,2012
5900,40,1,2,69,1,5,4,4,3, ,2012
5900,40,1,1,26,-1,4,2,3,3,2,2012
5900,40,1,2,26,1,4,2,3,3,1,2012
5900,40,1,2,41,1,4,2,3,3,1,2012
5900,40,1,2,83,1,2,2,4,3,2,2012
5900,40,1,2,82,1,4,3,4,3,3,2012
5900,40,1,1,43,-1,3,4,2,3,2,2012
5900,40,1,2,32,1,4,4,2,2,2,2012
5900,40,1,2,39,1,4,2,4,2,2,2012
5900,40,1,1,64,-1,4,4,4,2,2,2012
5900,40,1,2,67,1,4,4,4,3,3,2012
5900,40,1,1,48,-1,4,3,3,3,3,2012
5900,40,1,2,83,1,5,4,4,3,3,2012
5900,40,1,1,72,-1,3,3,4,3,3,2012
5900,40,1,2,61,1,4,4,3, , ,2012
5900,40,1,1,53,-1, , ,4, , ,2012
5900,40,1,2,52,1,4,4,3,3,2,2012
5900,40,1,1,44,-1,4,3,4,3,2,2012
5900,40,1,2,44,1,5,4,3,3,2,2012
5900,40,1,1,30,-1,3,3,2,2,1,2012
5900,40,1,1,33,-1,4,3,4,3,1,2012
5900,40,1,1,33,-1,4,3,4,3, ,2012
5900,40,1,2,54,1,5,5,4,3,2,2012
5900,40,1,2,32,1,5,5,5,3,2,2012
5900,40,1,1,24,-1,3,2,3,2,2,2012
5900,40,1,1,43,-1,2,2,1,2,1,2012
5900,40,1,1,42,-1,4,5,2,2,1,2012
5900,40,1,1,29,-1,1,2,1,2,2,2012
5900,40,1,2,56,1,4,4,2,3,2,2012
5900,40,1,2,55,1,5,5,3,3,2,2012
5900,40,1,1,48,-1, , ,2, , ,2012
5900,40,1,1,59,-1,5,5,3,3,2,2012
5900,40,1,1,47,-1,3,3,2, , ,2012
5900,40,1,2,35,1,4,3,4,3,2,2012
5900,40,1,1,45,-1,4,4,3,2,2,2012
5900,40,1,2,55,1,4,4,4,2,2,2012
5900,40,1,1,51,-1,4,4,5,3,2,2012
5900,40,1,2,76,1,4,4,4,3,3,2012
5900,40,1,1,74,-1,4,4,4,3,2,2012
5900,40,1,2,34,1,2,1,2,3,2,2012
5900,40,1,1,82,-1,3,5,5,2,2,2012
5900,40,1,2,33,1,1,1,5,3,2,2012
5900,40,1,2,49,1,4,5,1,2,2,2012
5900,40,1,2,24,1,3, ,2,2,1,2012
5900,40,1,1,18,-1,3,3,3, , ,2012
5900,40,1,1,55,-1,3,3,3,3,3,2012
5900,40,1,2,26,1,2,2,2,2,1,2012
5900,40,1,1,32,-1,4,5,4,3,2,2012
5900,40,1,2,65,1,5,5,5,3,2,2012
5900,40,1,2,74,1,2,2,3,2,2,2012
5900,40,1,2,57,1,2,4,2,3,2,2012
5900,40,1,1,47,-1,3,4,3,2,2,2012
5900,40,1,2,62,1,4,4,2,3,2,2012
5900,40,1,1,48,-1,3,4,2,3,2,2012
5900,40,1,2,72,1,3,4,4,3,2,2012
5900,40,1,2,42,1,3,4,1,3,2,2012
5900,40,1,1,42,-1,2,4,3,2,1,2012
5900,40,1,2,40,1,4,5,1,2,2,2012
5900,40,1,2,30,1,4,4,1,2,2,2012
5900,40,1,2,28,1,3,3,3,3,2,2012
5900,40,1,1,70,-1,4,4,4,2,2,2012
5900,40,1,1,57,-1,1,1,1,2,1,2012
5900,40,1,1,57,-1,5,5,2,3,2,2012
5900,40,1,1,68,-1,4,3,3,2,2,2012
5900,40,1,1,18,-1,4,4,4,2,2,2012
5900,40,1,2,61,1,2,3,1,2,2,2012
5900,40,1,2,34,1,4,4,2,3,2,2012
5900,40,1,2,46,1,3,2,1,2,2,2012
5900,40,1,2,46,1,2,3,2,2,2,2012
5900,40,1,2,29,1,5,4,5,2,2,2012
5900,40,1,1,26,-1,4,5,4,3,3,2012
5900,40,1,1,36,-1,4,4,4,3,3,2012
5900,40,1,1,21,-1,3,3,3, , ,2012
5900,40,1,2,55,1,4,4,3,3,3,2012
5900,40,1,2,81,1,4,5,4,3,2,2012
5900,40,1,1,41,-1,4,4,2,3,2,2012
5900,40,1,1,37,-1,1,1,1,2,2,2012
5900,40,1,1,81,-1,4,4,2,3,3,2012
5900,40,1,1,63,-1,1,1,4,2,2,2012
5900,40,1,1,68,-1,4, ,3, ,1,2012
5900,40,1,1,23,-1,4,3,1,3,2,2012
5900,40,1,2,54,1,3,4,3,2,2,2012
5900,40,1,2,73,1,5,4,4,3, ,2012
5900,40,1,2,27,1,4,1,2,3,1,2012
5900,40,1,1,29,-1,4,3,3,3, ,2012
5900,40,1,2,72,1,4,5,5,3,2,2012
5900,40,1,1,32,-1,5,3,3,2,1,2012
5900,40,1,1,81,-1,2,4,5,3,2,2012
5900,40,1,1,46,-1,4,2,2,3,2,2012
5900,40,1,1,27,-1,5,1,2,3,2,2012
5900,40,1,1,68,-1,4,3,3,3,2,2012
5900,40,1,2,51,1,5,2,3,3,2,2012
5900,40,1,1,31,-1,2,2,1,2,1,2012
5900,40,1,1,30,-1,5,2,1,2,1,2012
5900,40,1,1,25,-1,3,3,1,3,1,2012
5900,40,1,1,28,-1,3,5,1,2,1,2012
5900,40,1,2,47,1,2,2,4,3,2,2012
5900,40,1,2,47,1,5,5,5,2,2,2012
5900,40,1,1,53,-1,2,4,3,2,2,2012
5900,40,1,1,63,-1,4,3,2,3,2,2012
5900,40,1,2,21,1,3,4,2,2,2,2012
5900,40,1,2,25,1,4,4,4,3,2,2012
5900,40,1,1,52,-1,4,5,5,3, ,2012
5900,40,1,2,53,1,1,1,3,2,2,2012
5900,40,1,2,59,1,2,2,1,2,2,2012
5900,40,1,2,50,1,2,4,2,2,1,2012
5900,40,1,1,75,-1,4,4,5,2,1,2012
5900,40,1,2,78,1,4,4,4,3,2,2012
5900,40,1,2,24,1,5,3,2,3,2,2012
5900,40,1,1,72,-1, ,4,2,2,3,2012
5900,40,1,2,39,1,4,4,3,3,3,2012
5900,40,1,2,24,1,1,2,1, , ,2012
5900,40,1,2,21,1,1,1,1, , ,2012
5900,40,1,2,75,1,5,4,5,3,3,2012
5900,36,2,2,59,1,1,1,1, , ,2012
5900,36,2,2,71,1,3,4,5,2,2,2012
5900,36,2,2,69,1,2,2,2,2,2,2012
5900,36,2,1,70,-1,2,3,3,2,1,2012
5900,36,2,1,93,-1,4,4,3,3,2,2012
5900,36,2,2,63,1,3,3,2, , ,2012
5900,36,2,2,55,1,2,2,1, , ,2012
5900,36,2,2,40,1,1,4,2,2,2,2012
5900,36,2,2,25,1,2,2,2,3,2,2012
5900,36,2,1,40,-1,3,3,3,2,2,2012
5900,36,2,2,43,1,2,2,1,2,2,2012
5900,36,2,2,63,1,2,2,1,1,1,2012
5900,36,2,2,55,1,2,2,2,2,1,2012
5900,36,2,2,46,1,2,1,1,2,2,2012
5900,36,2,1,20,-1,1,1,2,3,1,2012
5900,36,2,1,52,-1,2,2,2,2,1,2012
5900,36,2,2,54,1,1,2,2,3,2,2012
5900,36,2,1,28,-1,4,2,2,3,2,2012
5900,36,2,1,40,-1,2,3,1,3,2,2012
5900,36,2,2,55,1,3,3,3,3,2,2012
5900,36,2,2,56,1,4,5,2,3,2,2012
5900,36,2,2,24,1,3,2,1, , ,2012
5900,36,2,1,30,-1,2,3,2, , ,2012
5900,36,2,2,33,1,1,4,1,2,2,2012
5900,36,2,1,69,-1,3,3,2,2,2,2012
5900,36,2,1,68,-1,3,4,4,2,2,2012
5900,36,2,2,69,1, , , , , ,2012
5900,36,2,1,60,-1,2,2,1, , ,2012
5900,36,2,2,44,1,1,2,1, , ,2012
5900,36,2,1,23,-1,4,3,4,3,2,2012
5900,36,2,2,49,1,4,4,2,3,2,2012
5900,36,2,2,26,1,2,2,4,2,2,2012
5900,36,2,2,58,1,4,4,3,2,2,2012
5900,36,2,2,47,1,1,2,2,3,2,2012
5900,36,2,1,21,-1,1,1,2,2,1,2012
5900,36,2,2,30,1,1,1,1,1,1,2012
5900,36,2,2,52,1,4,4,2,2,2,2012
5900,36,2,1,48,-1,2,4,2,3,2,2012
5900,36,2,2,48,1,2,1,1, , ,2012
5900,36,2,2,33,1,2,2,1,2,1,2012
5900,36,2,2,41,1,2,2,5,2,1,2012
5900,36,2,2,55,1,2,2,1,2,2,2012
5900,36,2,1,63,-1,3,4,4,2,1,2012
5900,36,2,2,67,1,2,1,1,2,1,2012
5900,36,2,2,57,1,2,2,4,2,1,2012
5900,36,2,9,999, ,2,2,3,2,2,2012
5900,36,2,1,53,-1,1,1,1, , ,2012
5900,36,2,2,34,1,1,1,1,1,1,2012
5900,36,2,2,54,1,1,1,2,2,1,2012
5900,36,2,1,69,-1,4,4,3,3,2,2012
5900,36,2,2,66,1,4,4,2,3,2,2012
5900,36,2,2,62,1,1,1,1,2,2,2012
5900,36,2,2,70,1,2,2,2,2,1,2012
5900,36,2,1,48,-1,2,2,2, , ,2012
5900,36,2,1,54,-1,1,1,2,2,1,2012
5900,36,2,2,65,1,3,3,2,2,2,2012
5900,36,2,1,49,-1,1,1,1,2,1,2012
5900,36,2,1,24,-1,3,3,3,3,2,2012
5900,36,2,1,63,-1,3,4,3,3,2,2012
5900,36,2,1,54,-1,2,4,2,2,1,2012
5900,36,2,1,25,-1,3,3,4,2,2,2012
5900,36,2,2,49,1,2,2,1, , ,2012
5900,36,2,1,50,-1,3,4,2, , ,2012
5900,36,2,1,65,-1,2,2,4,2,2,2012
5900,36,2,1,76,-1,2,5,2,2,2,2012
5900,36,2,1,20,-1,2,1,1,2,1,2012
5900,36,2,2,53,1,1,1,1, , ,2012
5900,36,2,1,60,-1,3,3,1,2,2,2012
5900,36,2,1,49,-1, , , , , ,2012
5900,36,2,1,44,-1,4,4,3,3,2,2012
5900,36,2,2,44,1,2,2,1, , ,2012
5900,36,2,2,69,1,2,2,2,2,1,2012
5900,36,2,1,73,-1,3,3,2, , ,2012
5900,36,2,1,55,-1,2,4,4,2,1,2012
5900,36,2,1,55,-1,5,4,3,3,2,2012
5900,36,2,2,41,1,2,3,3,3,2,2012
5900,36,2,2,31,1,1,2,1, ,1,2012
5900,36,2,2,52,1,1,1,1,1,1,2012
5900,36,2,2,24,1,3,2,2,3,2,2012
5900,36,2,1,50,-1,4,3,2,2,2,2012
5900,36,2,2,20,1,2,3,2,2,2,2012
5900,36,2,1,54,-1,3,2,3,3,2,2012
5900,36,2,2,63,1,4,4,4,2,2,2012
5900,36,2,1,49,-1,3,2,2,2,2,2012
5900,36,2,1,60,-1,3,4,3, , ,2012
5900,36,2,1,58,-1,2,2,2, , ,2012
5900,36,2,2,39,1,1,2,1, , ,2012
5900,36,2,1,25,-1,1,2,3,2,2,2012
5900,36,2,2,44,1,2,2,2,2,2,2012
5900,36,2,1,42,-1,3,4,3,2,1,2012
5900,36,2,1,57,-1,5,5,5,3,3,2012
5900,36,2,1,50,-1,4, ,1, , ,2012
5900,36,2,2,57,1, , , , , ,2012
5900,36,2,1,71,-1,4,4,3,3,2,2012
5900,36,2,1,53,-1,4,4,3,3,2,2012
5900,36,2,2,39,1,4,4,3,3,2,2012
5900,36,2,1,51,-1,1, ,1,2,2,2012
5900,36,2,2,63,1,1,4,2,2,2,2012
5900,36,2,2,64,1,5,4,3,2,2,2012
5900,36,2,2,64,1,5,4,2,3, ,2012
5900,36,2,2,41,1,2,2,1,3,2,2012
5900,36,2,2,40,1,5,5,4,3,2,2012
5900,36,2,2,39,1,3,4,3, , ,2012
5900,36,2,2,64,1,3,3,2,2,1,2012
5900,36,2,1,999,-1,3,3,3, , ,2012
5900,36,2,2,54,1,2,3,2,2,1,2012
5900,36,2,1,57,-1,2,2,2,3,2,2012
5900,36,2,2,59,1,5,5,1,3,2,2012
5900,36,2,2,51,1,2,2,3, , ,2012
5900,36,2,1,68,-1,2,2, , ,1,2012
5900,36,2,1,63,-1,4,4,5,3,2,2012
5900,36,2,2,52,1,1,1,2,3,2,2012
5900,36,2,1,46,-1,3,3,3, , ,2012
5900,36,2,2,26,1,1,1,1,1,1,2012
5900,36,2,1,50,-1,2,2,3,2, ,2012
5900,36,2,1,52,-1,4,4,2,3,2,2012
5900,36,2,1,62,-1,4,4, ,3,2,2012
5900,36,2,1,77,-1,2,2,2,2,2,2012
5900,36,2,1,80,-1,4,2,4,3,2,2012
5900,36,2,2,35,1,5,5,2,3,2,2012
5900,36,2,2,49,1,3,3,3,3,3,2012
5900,36,2,2,26,1,1,1,1,2,2,2012
5900,36,2,1,61,-1,4,5,3,3,2,2012
5900,36,2,1,71,-1, ,2,5,3,2,2012
5900,36,2,1,57,-1,2,2,2,2,2,2012
5900,36,2,2,46,1,1,1,1,2,1,2012
5900,36,2,2,76,1,4,4,3,3,2,2012
5900,36,2,2,69,1,3,3,4,3,2,2012
5900,36,2,1,79,-1,4,4,4,3,2,2012
5900,36,2,2,23,1,2,2,2,2,1,2012
5900,36,2,1,63,-1,5,5,5,3,3,2012
5900,36,2,1,26,-1,4,1,2, , ,2012
5900,36,2,2,53,1,4,4,2,2,2,2012
5900,36,2,2,40,1,4,4,1,2,2,2012
5900,36,2,2,51,1,3,3,1, ,2,2012
5900,36,2,1,66,-1,3,3,1, , ,2012
5900,36,2,2,23,1,2,1,1,2,1,2012
5900,36,2,2,45,1,3,2,1,2,2,2012
5900,36,2,2,40,1,3,5,3,3,2,2012
5900,36,2,1,51,-1,1,1,1,3,2,2012
5900,36,2,2,68,1,2,2,3,3,2,2012
5900,36,2,1,19,-1,2,1,1, , ,2012
5900,36,2,2,52,1,4,5,2,3,2,2012
5900,36,2,1,18,-1, , ,1,2,1,2012
5900,36,2,2,51,1,1,1,1, , ,2012
5900,36,2,2,30,1,2,2,4,3,2,2012
5900,36,2,2,64,1,2,1,1,2,1,2012
5900,36,2,2,40,1,4,3,3,2,2,2012
5900,36,2,2,26,1,2,1,2,2,2,2012
5900,36,2,2,63,1,2, ,2,3,2,2012
5900,36,2,1,33,-1,2,2,1,2,2,2012
5900,36,2,2,36,1,2,1,1,2, ,2012
5900,36,2,2,33,1,1,1,3,2, ,2012
5900,36,2,2,38,1,2,4,3,2,2,2012
5900,36,2,1,66,-1,2,2,2, ,1,2012
5900,36,2,2,41,1,3,3,3,2,2,2012
5900,36,2,1,36,-1,5,5,1,3,2,2012
5900,36,2,2,52,1,4,4,1,2,2,2012
5900,36,2,2,30,1,2,1,2, ,1,2012
5900,36,2,1,67,-1,3,3,3,2,1,2012
5900,36,2,2,55,1,3,1,1,2,1,2012
5900,36,2,2,23,1,1,1,1, , ,2012
5900,36,2,2,25,1,2,1,1,2,1,2012
5900,36,2,1,75,-1,4,4,4,3,2,2012
5900,36,2,2,53,1,2,3,1, ,2,2012
5900,36,2,1,46,-1,5,5,2,3,2,2012
5900,36,2,1,22,-1, , ,1, , ,2012
5900,36,2,2,73,1,4,4,4,3,2,2012
5900,36,2,2,54,1,2,4,2,2,2,2012
5900,36,2,1,49,-1,2,2,2,2,2,2012
5900,36,2,2,54,1, , ,2, , ,2012
5900,36,2,1,69,-1,2,4,4,3,2,2012
5900,36,2,1,57,-1,3,3,2,2,2,2012
5900,36,2,2,72,1,4,4,4,3,2,2012
5900,36,2,2,46,1,4,2,1,3, ,2012
5900,36,2,1,20,-1,1,1,1,3,2,2012
5900,36,2,2,29,1,1,1,1, , ,2012
5900,36,2,2,30,1,3,3,3,2,1,2012
5900,36,2,2,36,1,2,4,1,2,2,2012
5900,36,2,1,51,-1,4,4,4,3,2,2012
5900,36,2,1,90,-1,3,2,3, , ,2012
5900,36,2,2,39,1,2,1,1,2,2,2012
5900,36,2,2,65,1, , , , , ,2012
5900,36,2,2,41,1,1,1,2,2,1,2012
5900,36,2,2,64,1,2,3,2,2,2,2012
5900,36,2,1,34,-1,4,4,5,3,2,2012
5900,36,2,2,47,1,1,4,2,3,2,2012
5900,36,2,9,999, ,2,2,1, , ,2012
5900,36,2,9,999, ,3,2,4,2,1,2012
5900,36,2,1,84,-1,4,4,4,3,2,2012
5900,36,2,1,71,-1,2,2,3,2, ,2012
5900,36,2,1,50,-1,2,2,2,2,1,2012
5900,36,2,1,62,-1,2,3,2,2,2,2012
5900,36,2,2,88,1,4,3,2,2, ,2012
5900,36,2,1,58,-1,2,3,2,2,2,2012
5900,36,2,1,74,-1,2,2,5, ,1,2012
5900,36,2,2,50,1,4,4,3,2,2,2012
5900,36,2,2,26,1,4,5,2,3,2,2012
5900,36,2,2,48,1,4,3,2,3,2,2012
5900,36,2,1,76,-1,3,3,2,2,2,2012
5900,36,2,1,47,-1,2,2, , ,1,2012
5900,36,2,2,49,1,4,5,3,3,2,2012
5900,36,2,1,61,-1,4,4,1,3,2,2012
5900,36,2,2,50,1,3,4,1,2,2,2012
5900,36,2,1,29,-1,2,1,1,1,1,2012
5900,36,2,2,47,1,2,2,2,2,2,2012
5900,36,2,2,40,1,1,1,3,3,1,2012
5900,36,2,1,68,-1,4,4,3,3,2,2012
5900,36,2,2,41,1,1,1,1, , ,2012
5900,36,2,1,61,-1, , ,1, , ,2012
5900,36,2,1,58,-1,3,2,3,2,1,2012
5900,36,2,1,60,-1,3,4,2,3,2,2012
5900,36,2,1,44,-1,2,2,1,3,1,2012
5900,36,2,2,34,1,2,1,2,2,2,2012
5900,36,2,2,44,1,4,5,3,2,2,2012
5900,36,2,2,61,1,1,1,1,2,1,2012
5900,36,2,1,47,-1,4,3,2,3,2,2012
5900,36,2,2,56,1,4,3,3,3,2,2012
5900,36,2,2,49,1,3,4,2,3,2,2012
5900,36,2,1,26,-1,1,1,1, ,1,2012
5900,36,2,1,55,-1,2,2,1,3,1,2012
5900,36,2,2,45,1,4,3,2,3,1,2012
5900,36,2,1,73,-1,4,4,4,3,2,2012
5900,36,2,2,67,1,4,3,2,3,2,2012
5900,36,2,2,69,1,2,2, ,2,1,2012
5900,36,2,2,66,1,2,1,1,1,1,2012
5900,36,2,2,58,1,2,2,2, , ,2012
5900,36,2,2,38,1,4,4,3,3,2,2012
5900,36,2,2,47,1,3,4,2,3, ,2012
5900,36,2,2,37,1,2,2,1, , ,2012
5900,36,2,2,64,1,2,2,2,3,2,2012
5900,36,2,1,87,-1,4,4,4,3,2,2012
5900,36,2,2,18,1,3,4,2,3,2,2012
5900,36,2,1,61,-1,2,5,2, , ,2012
5900,36,2,1,47,-1,4,4,2,2,2,2012
5900,36,2,2,21,1,3,2,3,2,1,2012
5900,36,2,2,41,1,1,1,2,2,1,2012
5900,36,2,1,56,-1,1,2,2,2,1,2012
5900,36,2,2,75,1,3,2,2,3,2,2012
5900,36,2,1,64,-1,4,3,1,3,2,2012
5900,36,2,2,999,1, , ,4,3, ,2012
5900,36,2,2,66,1,2,2,2,2,2,2012
5900,36,2,2,34,1,1,1,2,2,2,2012
5900,36,2,1,53,-1,4,4,4,3,2,2012
5900,36,2,9,999, ,3,2,2,2, ,2012
5900,36,2,2,50,1,2,2,3,2,1,2012
5900,36,2,1,20,-1,2,2,1,2,1,2012
5900,36,2,2,51,1,1,1,1,1,1,2012
5900,36,2,1,27,-1,2,1,1,2,1,2012
5900,36,2,2,51,1,4,4,4,3,3,2012
5900,36,2,2,43,1,4,2,2,3,2,2012
5900,36,2,1,44,-1,4,4,3,3,2,2012
5900,36,2,2,40,1,4,4,4,2,2,2012
5900,36,2,2,84,1,5,5,3,3,2,2012
5900,36,2,1,49,-1,4,1,1,3,2,2012
5900,36,2,2,58,1,3,4,3,3,2,2012
5900,36,2,1,33,-1,2,2,2, ,2,2012
5900,36,2,1,83,-1,3,4,3,2,2,2012
5900,36,2,2,53,1,4,4,3,3,2,2012
5900,36,2,2,21,1,4,3,3,2,2,2012
5900,36,2,1,27,-1,2,2,2, ,2,2012
5900,36,2,1,68,-1,2,2,1, , ,2012
5900,36,2,2,40,1,3,4,1,3,2,2012
5900,36,2,1,65,-1,5,5,4,3,2,2012
5900,36,2,2,67,1,2,2,2,2,1,2012
5900,36,2,2,66,1,3,3,3,3, ,2012
5900,36,2,2,43,1,1,1,1, , ,2012
5900,36,2,2,41,1,2,4,3,3,2,2012
5900,36,2,2,71,1,2,1,1,2,1,2012
5900,36,2,2,40,1,1,1,1,2,2,2012
5900,36,2,2,51,1,2,4,1,2,2,2012
5900,36,2,1,44,-1,3,3,1,3,2,2012
5900,36,2,1,30,-1,4,4,1,3,2,2012
5900,36,2,1,64,-1,1,1,2,3,1,2012
5900,36,2,1,72,-1,2,2,1,2,2,2012
5900,36,2,1,70,-1,5,4,4,3,3,2012
5900,36,2,2,54,1,2,2,2,3,2,2012
5900,36,2,2,69,1,3,3,2, , ,2012
5900,36,2,2,67,1,5,4, ,3,2,2012
5900,36,2,2,69,1,5,5,3,3,2,2012
5900,36,2,2,69,1,2,3,2,2,2,2012
5900,36,2,2,64,1,4,4,3,2,2,2012
5900,36,2,2,62,1,4,2,4,2,3,2012
5900,36,2,2,66,1,2,2,2,2,2,2012
5900,36,2,1,74,-1,5,3,4,3,2,2012
5900,36,2,1,45,-1,4,4,3,2,2,2012
5900,36,2,2,64,1, , ,1,3,2,2012
5900,36,2,2,52,1,3,5,1,3,2,2012
5900,36,2,1,60,-1,2,2,4,3,2,2012
5900,36,2,2,47,1,1,1,2,3,2,2012
5900,36,2,1,73,-1,4,4,4,3,2,2012
5900,36,2,2,86,1,2,2,5,2,2,2012
5900,36,2,2,21,1,4,4,3,2,2,2012
5900,36,2,2,59,1,5,5,4,2,2,2012
5900,36,2,2,45,1,2,2,2,2,2,2012
5900,36,2,1,50,-1,5,4,3, , ,2012
5900,36,2,1,72,-1,3,5,5,3,2,2012
5900,36,2,2,19,1,2,2,2,2,2,2012
5900,36,2,2,34,1,2,3,1,2,2,2012
5900,36,2,1,49,-1,5,5,3,3,2,2012
5900,36,2,2,41,1,1,1,1, , ,2012
